Empresa,Receita Anual,Dívida Total,Prazo de Pagamento (dias),Setor,Rating,Notícias Recentes
Empresa 4049,684762,521842,76,Agronegócio,C+,Concorrente lançou um novo produto.
Empresa 4050,973543,665981,81,Tecnologia,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 4051,731724,413341,42,Transportes,A,Aumento no custo das matérias-primas.
Empresa 4052,536978,383448,67,Agronegócio,A-,Mudanças na legislação para o setor.
Empresa 4053,199235,231206,108,Indústria,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 4054,416747,117665,92,Educação,C,Oportunidades de parcerias surgindo.
Empresa 4055,179741,193851,83,Agronegócio,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4056,631890,541783,106,Tecnologia,A+,Aumento no custo das matérias-primas.
Empresa 4057,225261,132057,39,Serviços,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 4058,758808,659812,40,Tecnologia,B,Setor afetado por mudanças climáticas.
Empresa 4059,737520,373970,76,Transportes,C-,Oportunidades de parcerias surgindo.
Empresa 4060,435135,269790,107,Tecnologia,C,Cuidado com flutuações nos preços!
Empresa 4061,124882,254581,114,Comércio,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4062,334265,215284,114,Comércio,B+,Oportunidades de parcerias surgindo.
Empresa 4063,259473,301366,50,Educação,B,Setor afetado por mudanças climáticas.
Empresa 4064,157790,625592,100,Alimentação,A+,Setor afetado por mudanças climáticas.
Empresa 4065,711556,472015,112,Turismo,C+,Aumento no custo das matérias-primas.
Empresa 4066,548692,576523,65,Turismo,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 4067,248037,460845,65,Agronegócio,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 4068,753154,210960,36,Indústria,C,Oportunidades de parcerias surgindo.
Empresa 4069,144396,344978,39,Agronegócio,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 4070,504346,590588,37,Agronegócio,B-,Expansão em novos mercados anunciada.
Empresa 4071,137245,358561,105,Saúde,C-,Mudanças na legislação para o setor.
Empresa 4072,269420,176273,58,Saúde,B-,Expansão em novos mercados anunciada.
Empresa 4073,442524,341206,60,Educação,D,Concorrente lançou um novo produto.
Empresa 4074,433428,530813,37,Serviços,C,Cuidado com flutuações nos preços!
Empresa 4075,452832,463566,66,Saúde,B-,Setor afetado por mudanças climáticas.
Empresa 4076,120800,608038,43,Agronegócio,A+,Setor afetado por mudanças climáticas.
Empresa 4077,965684,650370,85,Saúde,C+,Mudanças na legislação para o setor.
Empresa 4078,118122,245026,19,Educação,A,Inconsistências financeiras apontadas em auditoria.
Empresa 4079,553760,657174,79,Serviços,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4080,486295,127794,67,Alimentação,C,Concorrente lançou um novo produto.
Empresa 4081,723773,151855,117,Turismo,A-,Cuidado com flutuações nos preços!
Empresa 4082,481239,176710,53,Indústria,B-,Aumento no custo das matérias-primas.
Empresa 4083,305361,290607,86,Transportes,A+,Expansão em novos mercados anunciada.
Empresa 4084,589595,229979,72,Saúde,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4085,291281,212395,105,Educação,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4086,637465,205727,51,Transportes,A,Expansão em novos mercados anunciada.
Empresa 4087,468216,419421,47,Alimentação,C,Concorrente lançou um novo produto.
Empresa 4088,651110,371515,88,Serviços,B-,Expansão em novos mercados anunciada.
Empresa 4089,750307,466452,30,Serviços,C-,Cuidado com flutuações nos preços!
Empresa 4090,452314,414090,19,Agronegócio,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4091,855592,583517,83,Serviços,B+,Insatisfação de clientes em redes sociais.
Empresa 4092,798200,423075,23,Alimentação,C+,Concorrente lançou um novo produto.
Empresa 4093,251085,480136,36,Transportes,B-,Setor afetado por mudanças climáticas.
Empresa 4094,436719,482462,14,Saúde,B,Inconsistências financeiras apontadas em auditoria.
Empresa 4095,532890,509449,12,Comércio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 4096,595917,499947,96,Indústria,A,Cuidado com flutuações nos preços!
Empresa 4097,626107,279440,69,Indústria,B,Oportunidades de parcerias surgindo.
Empresa 4098,739876,565157,119,Comércio,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 4099,526155,340270,112,Transportes,A-,Cuidado com flutuações nos preços!
Empresa 4100,942670,314803,79,Tecnologia,B+,Setor afetado por mudanças climáticas.
Empresa 4101,842456,243049,101,Indústria,A+,Expansão em novos mercados anunciada.
Empresa 4102,928671,679462,114,Saúde,C+,Setor afetado por mudanças climáticas.
Empresa 4103,204696,168850,100,Serviços,C-,Insatisfação de clientes em redes sociais.
Empresa 4104,461702,334348,62,Educação,C-,Setor afetado por mudanças climáticas.
Empresa 4105,890853,440238,18,Tecnologia,B,Expansão em novos mercados anunciada.
Empresa 4106,700808,620054,101,Saúde,C-,Mudanças na legislação para o setor.
Empresa 4107,470785,530950,72,Saúde,A-,Insatisfação de clientes em redes sociais.
Empresa 4108,951907,673059,91,Agronegócio,B+,Insatisfação de clientes em redes sociais.
Empresa 4109,444373,185865,84,Transportes,B-,Cuidado com flutuações nos preços!
Empresa 4110,403575,642590,52,Serviços,A,Concorrente lançou um novo produto.
Empresa 4111,959684,288345,37,Agronegócio,B+,Insatisfação de clientes em redes sociais.
Empresa 4112,920601,237025,80,Saúde,C-,Cuidado com flutuações nos preços!
Empresa 4113,733754,469683,41,Saúde,D,Setor afetado por mudanças climáticas.
Empresa 4114,631762,651903,52,Saúde,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4115,751072,382101,95,Transportes,C+,Cuidado com flutuações nos preços!
Empresa 4116,836679,337743,112,Educação,B,Aumento no custo das matérias-primas.
Empresa 4117,257690,289106,93,Comércio,B+,Setor afetado por mudanças climáticas.
Empresa 4118,591991,342633,97,Agronegócio,B,Oportunidades de parcerias surgindo.
Empresa 4119,445098,357323,42,Agronegócio,A,Inconsistências financeiras apontadas em auditoria.
Empresa 4120,757886,112368,22,Transportes,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4121,805657,609720,90,Agronegócio,A+,Oportunidades de parcerias surgindo.
Empresa 4122,380453,154633,10,Agronegócio,B-,Setor afetado por mudanças climáticas.
Empresa 4123,557054,254441,87,Turismo,A+,Concorrente lançou um novo produto.
Empresa 4124,474879,639571,87,Tecnologia,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 4125,135349,258310,108,Transportes,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 4126,565150,204221,84,Comércio,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4127,771694,476876,28,Saúde,B+,Setor afetado por mudanças climáticas.
Empresa 4128,134281,501693,39,Educação,A+,Cuidado com flutuações nos preços!
Empresa 4129,691905,652140,76,Agronegócio,C+,Expansão em novos mercados anunciada.
Empresa 4130,485219,112560,53,Indústria,C,Mudanças na legislação para o setor.
Empresa 4131,358195,547193,15,Serviços,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4132,392265,209143,20,Indústria,D,Expansão em novos mercados anunciada.
Empresa 4133,616954,515898,24,Agronegócio,C,Inconsistências financeiras apontadas em auditoria.
Empresa 4134,119164,638224,15,Transportes,A,Insatisfação de clientes em redes sociais.
Empresa 4135,429356,596751,110,Comércio,C+,Mudanças na legislação para o setor.
Empresa 4136,445747,215427,54,Agronegócio,B+,Expansão em novos mercados anunciada.
Empresa 4137,589704,435469,66,Comércio,C+,Insatisfação de clientes em redes sociais.
Empresa 4138,485391,197894,84,Educação,D,Insatisfação de clientes em redes sociais.
Empresa 4139,830345,485833,101,Tecnologia,C,Cuidado com flutuações nos preços!
Empresa 4140,164513,136640,117,Indústria,D,Cuidado com flutuações nos preços!
Empresa 4141,363597,252687,62,Transportes,C-,Expansão em novos mercados anunciada.
Empresa 4142,268038,318696,25,Indústria,B,Aumento no custo das matérias-primas.
Empresa 4143,478463,440838,106,Tecnologia,C-,Aumento no custo das matérias-primas.
Empresa 4144,626704,269255,66,Agronegócio,A,Aumento no custo das matérias-primas.
Empresa 4145,152244,462261,97,Indústria,A-,Concorrente lançou um novo produto.
Empresa 4146,504993,208625,75,Alimentação,B,Oportunidades de parcerias surgindo.
Empresa 4147,868942,238657,109,Transportes,C,Expansão em novos mercados anunciada.
Empresa 4148,907187,129508,30,Transportes,C+,Expansão em novos mercados anunciada.
Empresa 4149,991934,322229,77,Agronegócio,B+,Cuidado com flutuações nos preços!
Empresa 4150,342229,463714,69,Transportes,C+,Concorrente lançou um novo produto.
Empresa 4151,304854,368633,16,Saúde,D,Aumento no custo das matérias-primas.
Empresa 4152,527044,287980,91,Transportes,C+,Setor afetado por mudanças climáticas.
Empresa 4153,204712,425966,22,Alimentação,B+,Aumento no custo das matérias-primas.
Empresa 4154,271181,659813,41,Transportes,C-,Expansão em novos mercados anunciada.
Empresa 4155,349292,668521,11,Serviços,A+,Mudanças na legislação para o setor.
Empresa 4156,572485,658786,11,Indústria,B,Mudanças na legislação para o setor.
Empresa 4157,221909,496838,16,Transportes,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 4158,263751,480404,38,Transportes,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4159,937400,406226,35,Transportes,B-,Oportunidades de parcerias surgindo.
Empresa 4160,215997,272390,48,Alimentação,B,Aumento no custo das matérias-primas.
Empresa 4161,180718,138951,102,Indústria,D,Expansão em novos mercados anunciada.
Empresa 4162,410592,113426,77,Saúde,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4163,746830,582262,75,Tecnologia,B+,Expansão em novos mercados anunciada.
Empresa 4164,179574,457175,112,Indústria,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4165,735593,586301,74,Turismo,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 4166,918329,386127,103,Transportes,B,Inconsistências financeiras apontadas em auditoria.
Empresa 4167,565777,110702,67,Comércio,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 4168,867295,665220,47,Serviços,C+,Insatisfação de clientes em redes sociais.
Empresa 4169,586872,376640,91,Transportes,B-,Oportunidades de parcerias surgindo.
Empresa 4170,905375,568968,66,Tecnologia,C,Oportunidades de parcerias surgindo.
Empresa 4171,804210,491237,51,Tecnologia,D,Concorrente lançou um novo produto.
Empresa 4172,998920,434663,58,Agronegócio,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4173,805317,446850,73,Transportes,C-,Oportunidades de parcerias surgindo.
Empresa 4174,512033,347756,103,Indústria,B-,Expansão em novos mercados anunciada.
Empresa 4175,193259,270963,108,Transportes,C,Concorrente lançou um novo produto.
Empresa 4176,387306,509504,23,Serviços,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 4177,192066,409743,63,Indústria,A,Mudanças na legislação para o setor.
Empresa 4178,317794,658610,42,Alimentação,D,Expansão em novos mercados anunciada.
Empresa 4179,677831,256287,29,Turismo,A+,Mudanças na legislação para o setor.
Empresa 4180,988242,589925,61,Saúde,A-,Setor afetado por mudanças climáticas.
Empresa 4181,301916,286131,35,Transportes,C-,Insatisfação de clientes em redes sociais.
Empresa 4182,417149,365746,58,Educação,C,Expansão em novos mercados anunciada.
Empresa 4183,299975,449295,101,Alimentação,A,Concorrente lançou um novo produto.
Empresa 4184,986637,624485,116,Educação,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4185,139787,649322,53,Turismo,C,Concorrente lançou um novo produto.
Empresa 4186,297648,361148,119,Agronegócio,A-,Oportunidades de parcerias surgindo.
Empresa 4187,687441,551148,61,Transportes,D,Mudanças na legislação para o setor.
Empresa 4188,808790,538289,110,Indústria,C-,Concorrente lançou um novo produto.
Empresa 4189,331067,132383,99,Indústria,A+,Oportunidades de parcerias surgindo.
Empresa 4190,553970,630371,51,Agronegócio,C+,Cuidado com flutuações nos preços!
Empresa 4191,961403,495058,34,Transportes,A,Inconsistências financeiras apontadas em auditoria.
Empresa 4192,657535,379850,65,Agronegócio,C,Expansão em novos mercados anunciada.
Empresa 4193,936142,540622,25,Alimentação,B-,Inconsistências financeiras apontadas em auditoria.
Empresa 4194,326137,390636,100,Comércio,C,Concorrente lançou um novo produto.
Empresa 4195,131744,442021,71,Transportes,C-,Insatisfação de clientes em redes sociais.
Empresa 4196,348379,272975,119,Comércio,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 4197,904288,442251,74,Serviços,C,Insatisfação de clientes em redes sociais.
Empresa 4198,237884,273678,67,Educação,B,Aumento no custo das matérias-primas.
Empresa 4199,613805,660543,74,Agronegócio,B+,Expansão em novos mercados anunciada.
Empresa 4200,571139,542496,53,Comércio,C+,Concorrente lançou um novo produto.
Empresa 4201,518227,446669,85,Agronegócio,C-,Mudanças na legislação para o setor.
Empresa 4202,869705,380284,43,Agronegócio,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4203,527919,676091,116,Serviços,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4204,836360,279498,35,Comércio,B,Oportunidades de parcerias surgindo.
Empresa 4205,496484,158371,47,Alimentação,A,Insatisfação de clientes em redes sociais.
Empresa 4206,803814,536907,40,Turismo,C,Mudanças na legislação para o setor.
Empresa 4207,757741,481420,29,Comércio,B+,Concorrente lançou um novo produto.
Empresa 4208,490598,519180,64,Saúde,C-,Oportunidades de parcerias surgindo.
Empresa 4209,666876,533732,99,Agronegócio,A-,Mudanças na legislação para o setor.
Empresa 4210,515159,370027,51,Alimentação,C-,Cuidado com flutuações nos preços!
Empresa 4211,180495,530702,69,Saúde,A,Insatisfação de clientes em redes sociais.
Empresa 4212,810622,490357,51,Educação,C,Setor afetado por mudanças climáticas.
Empresa 4213,870595,391134,58,Comércio,A+,Mudanças na legislação para o setor.
Empresa 4214,443834,209091,60,Alimentação,B-,Cuidado com flutuações nos preços!
Empresa 4215,199147,289886,58,Comércio,A+,Oportunidades de parcerias surgindo.
Empresa 4216,100897,282790,67,Comércio,B,Oportunidades de parcerias surgindo.
Empresa 4217,616650,458203,102,Transportes,C,Concorrente lançou um novo produto.
Empresa 4218,765017,284596,69,Agronegócio,D,Concorrente lançou um novo produto.
Empresa 4219,437345,285513,78,Turismo,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4220,768902,546430,26,Transportes,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4221,908948,678212,85,Comércio,B,Setor afetado por mudanças climáticas.
Empresa 4222,537834,554652,85,Saúde,C,Expansão em novos mercados anunciada.
Empresa 4223,233164,651440,59,Agronegócio,A-,Aumento no custo das matérias-primas.
Empresa 4224,112128,210680,55,Saúde,D,Oportunidades de parcerias surgindo.
Empresa 4225,629440,387770,76,Turismo,A-,Cuidado com flutuações nos preços!
Empresa 4226,284300,465155,76,Comércio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 4227,524687,308627,28,Indústria,B-,Insatisfação de clientes em redes sociais.
Empresa 4228,191347,109185,119,Educação,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 4229,971744,300111,81,Comércio,A,Inconsistências financeiras apontadas em auditoria.
Empresa 4230,261116,429243,62,Serviços,C+,Concorrente lançou um novo produto.
Empresa 4231,812240,557403,88,Tecnologia,A+,Setor afetado por mudanças climáticas.
Empresa 4232,878433,376654,82,Alimentação,A,Expansão em novos mercados anunciada.
Empresa 4233,388269,170820,42,Saúde,D,Cuidado com flutuações nos preços!
Empresa 4234,128025,537067,33,Turismo,C+,Oportunidades de parcerias surgindo.
